"","year","scenario","indicator","pitc_reduction_year","test_reduction","mean","upper_CI","lower_CI","future_variability","future_value"
"1",1985,"baseline","ANCtestNeg","2025","75",0,0,0,"test_reduction_only",0
"2",1985,"baseline","ANCtestPos","2025","75",0,0,0,"test_reduction_only",0
"3",1985,"baseline","AdultHIVtestsNeg","2025","75",0.780790042,1.14878,0.481651,"test_reduction_only",0
"4",1985,"baseline","AdultHIVtestsPos","2025","75",9.81820198,14.2675,5.7409,"test_reduction_only",0
"5",1985,"baseline","Adult_1st_line_FU","2025","75",0,0,0,"test_reduction_only",0
"6",1985,"baseline","DiscART200to349","2025","75",0,0,0,"test_reduction_only",0
"7",1985,"baseline","DiscART350to499","2025","75",0,0,0,"test_reduction_only",0
"8",1985,"baseline","DiscARTover500","2025","75",0,0,0,"test_reduction_only",0
"9",1985,"baseline","DiscARTunder200","2025","75",0,0,0,"test_reduction_only",0
"10",1985,"baseline","FemalesOver15","2025","75",9986110,9986110,9986110,"test_reduction_only",0
"11",1985,"baseline","FollowUpART10to14","2025","75",0,0,0,"test_reduction_only",0
"12",1985,"baseline","FollowUpART1to2","2025","75",0,0,0,"test_reduction_only",0
"13",1985,"baseline","FollowUpART3to5","2025","75",0,0,0,"test_reduction_only",0
"14",1985,"baseline","FollowUpART6to9","2025","75",0,0,0,"test_reduction_only",0
"15",1985,"baseline","MalesOver15","2025","75",9540720,9540720,9540720,"test_reduction_only",0
"16",1985,"baseline","NewAdultHIV","2025","75",2194.78869,3248.45,1376.32,"test_reduction_only",0
"17",1985,"baseline","NewDiagnosesPregnancy","2025","75",0,0,0,"test_reduction_only",0
"18",1985,"baseline","Number1stHIVtestsPos","2025","75",9.81820198,14.2675,5.7409,"test_reduction_only",0
"19",1985,"baseline","OnARTcurr200to349","2025","75",0,0,0,"test_reduction_only",0
"20",1985,"baseline","OnARTcurr350to499","2025","75",0,0,0,"test_reduction_only",0
"21",1985,"baseline","OnARTcurrOver500","2025","75",0,0,0,"test_reduction_only",0
"22",1985,"baseline","OnARTcurrUnder200","2025","75",0,0,0,"test_reduction_only",0
"23",1985,"baseline","PaedsHIVtestsNeg","2025","75",0.00705705007,0.0103431625,0.00428088,"test_reduction_only",0
"24",1985,"baseline","PaedsHIVtestsPos","2025","75",0.00641845754,0.00951724975,0.00386771,"test_reduction_only",0
"25",1985,"baseline","PreART200to349F","2025","75",0,0,0,"test_reduction_only",0
"26",1985,"baseline","PreART200to349M","2025","75",0,0,0,"test_reduction_only",0
"27",1985,"baseline","PreART350to499F","2025","75",0,0,0,"test_reduction_only",0
"28",1985,"baseline","PreART350to499M","2025","75",0,0,0,"test_reduction_only",0
"29",1985,"baseline","PreARTover500F","2025","75",0,0,0,"test_reduction_only",0
"30",1985,"baseline","PreARTover500M","2025","75",0,0,0,"test_reduction_only",0
"31",1985,"baseline","PreARTunder200F","2025","75",0,0,0,"test_reduction_only",0
"32",1985,"baseline","PreARTunder200M","2025","75",0,0,0,"test_reduction_only",0
"33",1985,"baseline","RediagnosesPregnancy","2025","75",0,0,0,"test_reduction_only",0
"34",1985,"baseline","StartingART0","2025","75",0,0,0,"test_reduction_only",0
"35",1985,"baseline","StartingART1","2025","75",0,0,0,"test_reduction_only",0
"36",1985,"baseline","StartingART10to14","2025","75",0,0,0,"test_reduction_only",0
"37",1985,"baseline","StartingART1to2","2025","75",0,0,0,"test_reduction_only",0
"38",1985,"baseline","StartingART3to5","2025","75",0,0,0,"test_reduction_only",0
"39",1985,"baseline","StartingART6to9","2025","75",0,0,0,"test_reduction_only",0
"40",1985,"baseline","StartingART_15","2025","75",0,0,0,"test_reduction_only",0
"41",1985,"baseline","TestsPerAdult","2025","75",5.42791408026802e-07,7.87547185078172e-07,3.18667187659236e-07,"test_reduction_only",0
"42",1985,"baseline","Total2LAdultsOnART","2025","75",0,0,0,"test_reduction_only",0
"43",1985,"baseline","TotalAIDSdeaths","2025","75",18.6181765267708,26.412279197825,10.969233471,"test_reduction_only",0
"44",1985,"baseline","TotalAIDSdeathsadult","2025","75",2.293135522,3.0911295,1.363778,"test_reduction_only",0
"45",1985,"baseline","TotalAdultsOnART","2025","75",0,0,0,"test_reduction_only",0
"46",1985,"baseline","TotalHIVtests","2025","75",10.59899555,15.3783,6.22256,"test_reduction_only",0
"47",1985,"intervention","ANCtestNeg","2025","75",0,0,0,"test_reduction_only",0
"48",1985,"intervention","ANCtestPos","2025","75",0,0,0,"test_reduction_only",0
"49",1985,"intervention","AdultHIVtestsNeg","2025","75",0.780790042,1.14878,0.481651,"test_reduction_only",0
"50",1985,"intervention","AdultHIVtestsPos","2025","75",9.81820198,14.2675,5.7409,"test_reduction_only",0
"51",1985,"intervention","Adult_1st_line_FU","2025","75",0,0,0,"test_reduction_only",0
"52",1985,"intervention","DiscART200to349","2025","75",0,0,0,"test_reduction_only",0
"53",1985,"intervention","DiscART350to499","2025","75",0,0,0,"test_reduction_only",0
"54",1985,"intervention","DiscARTover500","2025","75",0,0,0,"test_reduction_only",0
"55",1985,"intervention","DiscARTunder200","2025","75",0,0,0,"test_reduction_only",0
"56",1985,"intervention","FemalesOver15","2025","75",9986110,9986110,9986110,"test_reduction_only",0
"57",1985,"intervention","FollowUpART10to14","2025","75",0,0,0,"test_reduction_only",0
"58",1985,"intervention","FollowUpART1to2","2025","75",0,0,0,"test_reduction_only",0
"59",1985,"intervention","FollowUpART3to5","2025","75",0,0,0,"test_reduction_only",0
"60",1985,"intervention","FollowUpART6to9","2025","75",0,0,0,"test_reduction_only",0
"61",1985,"intervention","MalesOver15","2025","75",9540720,9540720,9540720,"test_reduction_only",0
"62",1985,"intervention","NewAdultHIV","2025","75",2194.78869,3248.45,1376.32,"test_reduction_only",0
"63",1985,"intervention","NewDiagnosesPregnancy","2025","75",0,0,0,"test_reduction_only",0
"64",1985,"intervention","Number1stHIVtestsPos","2025","75",9.81820198,14.2675,5.7409,"test_reduction_only",0
"65",1985,"intervention","OnARTcurr200to349","2025","75",0,0,0,"test_reduction_only",0
"66",1985,"intervention","OnARTcurr350to499","2025","75",0,0,0,"test_reduction_only",0
"67",1985,"intervention","OnARTcurrOver500","2025","75",0,0,0,"test_reduction_only",0
"68",1985,"intervention","OnARTcurrUnder200","2025","75",0,0,0,"test_reduction_only",0
"69",1985,"intervention","PaedsHIVtestsNeg","2025","75",0.00705705007,0.0103431625,0.00428088,"test_reduction_only",0
"70",1985,"intervention","PaedsHIVtestsPos","2025","75",0.00641845754,0.00951724975,0.00386771,"test_reduction_only",0
"71",1985,"intervention","PreART200to349F","2025","75",0,0,0,"test_reduction_only",0
"72",1985,"intervention","PreART200to349M","2025","75",0,0,0,"test_reduction_only",0
"73",1985,"intervention","PreART350to499F","2025","75",0,0,0,"test_reduction_only",0
"74",1985,"intervention","PreART350to499M","2025","75",0,0,0,"test_reduction_only",0
"75",1985,"intervention","PreARTover500F","2025","75",0,0,0,"test_reduction_only",0
"76",1985,"intervention","PreARTover500M","2025","75",0,0,0,"test_reduction_only",0
"77",1985,"intervention","PreARTunder200F","2025","75",0,0,0,"test_reduction_only",0
"78",1985,"intervention","PreARTunder200M","2025","75",0,0,0,"test_reduction_only",0
"79",1985,"intervention","RediagnosesPregnancy","2025","75",0,0,0,"test_reduction_only",0
"80",1985,"intervention","StartingART0","2025","75",0,0,0,"test_reduction_only",0
"81",1985,"intervention","StartingART1","2025","75",0,0,0,"test_reduction_only",0
"82",1985,"intervention","StartingART10to14","2025","75",0,0,0,"test_reduction_only",0
"83",1985,"intervention","StartingART1to2","2025","75",0,0,0,"test_reduction_only",0
"84",1985,"intervention","StartingART3to5","2025","75",0,0,0,"test_reduction_only",0
"85",1985,"intervention","StartingART6to9","2025","75",0,0,0,"test_reduction_only",0
"86",1985,"intervention","StartingART_15","2025","75",0,0,0,"test_reduction_only",0
"87",1985,"intervention","TestsPerAdult","2025","75",5.42791408026802e-07,7.87547185078172e-07,3.18667187659236e-07,"test_reduction_only",0
"88",1985,"intervention","Total2LAdultsOnART","2025","75",0,0,0,"test_reduction_only",0
"89",1985,"intervention","TotalAIDSdeaths","2025","75",18.6181765267708,26.412279197825,10.969233471,"test_reduction_only",0
"90",1985,"intervention","TotalAIDSdeathsadult","2025","75",2.293135522,3.0911295,1.363778,"test_reduction_only",0
"91",1985,"intervention","TotalAdultsOnART","2025","75",0,0,0,"test_reduction_only",0
"92",1985,"intervention","TotalHIVtests","2025","75",10.59899555,15.3783,6.22256,"test_reduction_only",0
"93",1986,"baseline","ANCtestNeg","2025","75",0,0,0,"test_reduction_only",0
"94",1986,"baseline","ANCtestPos","2025","75",0,0,0,"test_reduction_only",0
"95",1986,"baseline","AdultHIVtestsNeg","2025","75",5.5527076,8.159973,3.62968,"test_reduction_only",0
"96",1986,"baseline","AdultHIVtestsPos","2025","75",27.4885922,39.5451,16.856,"test_reduction_only",0
"97",1986,"baseline","Adult_1st_line_FU","2025","75",0,0,0,"test_reduction_only",0
"98",1986,"baseline","DiscART200to349","2025","75",0,0,0,"test_reduction_only",0
"99",1986,"baseline","DiscART350to499","2025","75",0,0,0,"test_reduction_only",0
"100",1986,"baseline","DiscARTover500","2025","75",0,0,0,"test_reduction_only",0
